2026-01-15T20:45:31.297760+00:00,user4,LOGIN_SUCCESS,ip=10.0.6.94
2026-01-15T20:45:31.925719+00:00,user5,LOGIN_SUCCESS,ip=10.0.5.54
2026-01-15T20:45:32.336814+00:00,user3,LOGIN_SUCCESS,ip=10.0.6.97
2026-01-15T20:45:34.217752+00:00,user2,LOGIN_SUCCESS,ip=10.0.9.196
2026-01-15T20:45:34.427679+00:00,user3,LOGIN_SUCCESS,ip=10.0.2.99
2026-01-15T20:45:37.545153+00:00,user5,LOGIN_SUCCESS,ip=10.0.2.169
2026-01-15T20:45:38.592888+00:00,user1,GROUP_ADD,ip=10.0.8.30
2026-01-15T20:45:38.806159+00:00,user1,LOGIN_SUCCESS,ip=10.0.7.8
2026-01-15T20:45:39.014942+00:00,user5,LOGIN_SUCCESS,ip=10.0.2.110
2026-01-15T20:45:39.226000+00:00,user1,LOGIN_SUCCESS,ip=10.0.6.138
2026-01-15T20:45:40.062585+00:00,user5,LOGIN_SUCCESS,ip=10.0.8.129
2026-01-15T20:45:40.903095+00:00,user1,LOGIN_SUCCESS,ip=10.0.2.140
2026-01-15T20:45:42.575747+00:00,user3,LOGIN_SUCCESS,ip=10.0.4.64
2026-01-15T20:45:42.784496+00:00,user4,LOGIN_SUCCESS,ip=10.0.10.200
2026-01-15T20:45:43.621839+00:00,user1,LOGIN_SUCCESS,ip=10.0.2.106
2026-01-15T20:45:44.242718+00:00,user2,LOGIN_SUCCESS,ip=10.0.2.244
2026-01-15T20:45:44.448188+00:00,user5,GROUP_ADD,ip=10.0.7.93
2026-01-15T20:45:44.654910+00:00,user5,LOGIN_SUCCESS,ip=10.0.2.148
2026-01-15T20:45:44.865277+00:00,user5,LOGIN_SUCCESS,ip=10.0.4.206
2026-01-15T20:45:45.494205+00:00,user2,LOGIN_SUCCESS,ip=10.0.2.229
2026-01-15T20:45:46.123120+00:00,user2,LOGIN_SUCCESS,ip=10.0.0.180
2026-01-15T20:45:47.155421+00:00,user2,LOGIN_SUCCESS,ip=10.0.7.107
2026-01-15T20:45:47.570144+00:00,user2,LOGIN_SUCCESS,ip=10.0.1.211
2026-01-15T20:45:47.780402+00:00,user2,GROUP_ADD,ip=10.0.5.139
2026-01-15T20:45:49.437842+00:00,user3,LOGIN_SUCCESS,ip=10.0.5.59
